Packet Number,Time,Battery Voltage,Altitude,Temperature,Humidity,Lux,State,alt_th
573,3977,3.330415,65503,19,43,817,3,234
574,3978,3.413468,65504,19,43,824,3,234
575,3981,3.454994,65502,19,43,802,3,234
576,3982,3.454994,65504,19,43,823,3,234
577,3984,3.363636,65503,19,43,826,3,234
578,3985,3.396857,65503,19,43,796,3,234
579,3986,3.330415,65503,19,43,823,3,234
580,3987,3.446689,65503,19,43,812,3,234
581,3988,3.413468,65504,19,43,817,3,234
582,3989,3.421773,65504,19,43,813,3,234
583,3990,3.446689,65503,19,43,814,3,234
584,3991,3.430079,65503,19,43,797,3,234
585,3993,3.405163,65503,19,43,790,3,234
586,3994,3.401010,65503,19,43,821,3,234
587,3995,3.317957,65503,19,43,799,3,234
588,3996,3.396857,65503,19,43,811,3,234
589,3997,3.388552,65503,19,43,794,3,234
590,3998,3.326263,65503,19,44,808,3,234
591,4000,3.322110,65503,19,44,818,3,234
592,4002,3.363636,65504,19,44,818,3,234
593,4003,3.338721,65503,19,44,802,3,234
594,4004,3.396857,65504,19,44,813,3,234
595,4005,3.384400,65503,19,44,815,3,234
596,4006,3.288889,65501,19,44,807,3,234
597,4007,3.409315,65502,19,44,805,3,234
598,4009,3.367789,65502,19,44,785,3,234
599,4010,3.392705,65502,19,44,809,3,234
600,4011,3.351178,65502,19,44,808,3,234
601,4012,3.342873,65502,19,43,801,3,234
602,4013,3.396857,65502,19,43,801,3,234
603,4014,3.388552,65502,19,43,787,3,234
604,4016,3.359484,65502,19,43,781,3,234
605,4017,3.334568,65503,19,43,786,3,234
606,4018,3.380247,65502,19,43,782,3,234
607,4019,3.392705,65504,19,43,809,3,234
608,4020,3.334568,65503,19,43,800,3,234
609,4021,3.305499,65504,19,43,778,3,234
610,4022,3.371942,65503,19,43,801,3,234
611,4023,3.334568,65503,19,43,776,3,234
612,4025,3.384400,65503,19,43,776,3,234
613,4026,3.326263,65502,19,44,798,3,234
614,4027,3.251515,65502,19,44,800,3,234
615,4028,3.247363,65502,19,44,788,3,234
616,4029,3.363636,65502,19,44,780,3,234
617,4030,3.317957,65503,19,44,802,3,234
618,4031,3.317957,65502,19,44,805,3,234
619,4032,3.297194,65503,19,43,786,3,234
620,4034,3.268126,65503,19,43,787,3,234
621,4035,3.288889,65503,19,43,785,3,234
622,4036,3.247363,65503,19,43,785,3,234
623,4037,3.297194,65502,19,43,761,3,234
624,4038,3.185073,65502,19,43,778,3,234
625,4039,3.205836,65502,19,43,787,3,234
626,4041,3.214141,65503,19,43,780,3,234
627,4042,3.222447,65503,19,43,778,3,234
628,4043,3.102020,65502,19,43,755,3,234
629,4044,3.147699,65502,19,43,751,3,234
630,4045,3.114478,65504,19,43,742,3,234
631,4046,3.002357,65503,19,43,724,3,234
632,4047,2.931762,65504,19,43,715,3,234
633,4048,2.877778,65503,19,43,703,3,234
634,4050,2.840404,65504,19,43,697,3,234
635,4051,2.732435,65503,19,43,657,3,234
636,4052,2.632772,65503,19,43,625,3,234
637,4053,2.346240,65503,19,43,537,3,234
638,4054,2.121998,65503,19,43,504,3,234
639,4056,2.121998,65504,19,43,518,3,234
640,4057,2.184287,65503,19,43,510,3,234
641,4059,2.142761,65504,19,43,521,3,234
642,4060,2.200898,65503,19,43,516,3,234
643,4061,2.188440,65503,19,43,529,3,234
644,4062,2.196745,65504,19,43,523,3,234
645,4063,2.196745,65503,19,43,526,3,234
646,4064,2.184287,65504,19,43,527,3,234
647,4066,2.163524,65503,19,43,531,3,234
648,4067,2.213356,65503,19,43,527,3,234
649,4068,2.225814,65503,19,43,532,3,234
650,4069,2.229966,65503,19,43,519,3,234
651,4070,2.217508,65503,19,43,533,3,234
652,4071,2.184287,65503,19,44,521,3,234
653,4072,2.200898,65502,19,44,534,3,234
654,4073,2.188440,65503,19,44,532,3,234
655,4075,2.192593,65503,19,44,532,3,234
656,4076,2.238272,65503,19,44,536,3,234
657,4077,2.229966,65503,19,44,534,3,234
658,4078,2.188440,65503,19,44,534,3,234
659,4079,2.180135,65503,19,44,537,3,234
660,4080,2.234119,65503,19,44,525,3,234
661,4081,2.213356,65503,19,44,524,3,234
662,4082,2.238272,65503,19,44,537,3,234
663,4084,2.184287,65503,19,44,526,3,234
664,4085,2.188440,65501,19,44,530,3,234
665,4086,2.217508,65502,19,44,524,3,234
666,4087,2.217508,65503,18,44,535,3,234
667,4088,2.229966,65503,18,44,534,3,234
668,4089,2.242424,65503,18,44,539,3,234
669,4091,2.209203,65503,18,44,525,3,234
670,4092,2.188440,65503,18,44,538,3,234
671,4093,2.213356,65503,18,44,529,3,234
672,4094,2.250730,65504,18,44,524,3,234
673,4096,2.209203,65503,18,44,530,3,234
674,4097,2.225814,65503,18,44,530,3,234
675,4098,2.250730,65504,18,44,536,3,234
676,4100,2.205051,65503,18,44,533,3,234
677,4101,2.196745,65503,18,44,539,3,234
678,4102,2.200898,65502,18,44,541,3,234
679,4103,2.200898,65503,18,44,526,3,234
680,4104,2.259035,65502,18,44,529,3,234
681,4105,2.238272,65503,18,44,532,3,234
682,4106,2.246577,65503,18,44,538,3,234
683,4107,2.238272,65503,18,44,527,3,234
684,4109,2.259035,65503,18,44,528,3,234
685,4110,2.225814,65503,18,44,538,3,234
686,4111,2.234119,65503,18,44,537,3,234
687,4112,2.242424,65503,18,44,537,3,234
688,4113,2.254882,65503,18,44,539,3,234
689,4114,2.238272,65503,18,45,529,3,234
690,4116,2.217508,65503,18,45,539,3,234
691,4117,2.242424,65503,18,45,527,3,234
692,4118,2.225814,65503,18,45,537,3,234
693,4119,2.238272,65503,18,45,527,3,234
694,4120,2.217508,65504,18,45,542,3,234
695,4121,2.246577,65503,18,45,527,3,234
696,4122,2.263187,65504,18,45,529,3,234
697,4123,2.229966,65503,18,45,534,3,234
698,4125,2.229966,65503,18,45,543,3,234
699,4126,2.205051,65502,18,45,542,3,234
700,4127,2.225814,65503,18,45,537,3,234
701,4128,2.271493,65502,18,45,529,3,234
702,4129,2.234119,65503,18,45,529,3,234
703,4130,2.209203,65503,18,45,533,3,234
704,4131,2.267340,65505,18,45,543,3,234
705,4132,2.267340,65501,18,45,541,3,234
706,4134,2.271493,65502,18,45,544,3,234
707,4135,2.238272,65503,18,45,539,3,234
708,4136,2.221661,65503,18,45,533,3,234
709,4137,2.246577,65503,18,45,530,3,234
710,4138,2.263187,65503,18,45,540,3,234
711,4139,2.259035,65503,18,45,538,3,234
712,4141,2.250730,65502,18,45,544,3,234
713,4142,2.242424,65502,18,45,542,3,234
714,4143,2.271493,65502,18,45,545,3,234
715,4144,2.259035,65503,18,45,541,3,234
716,4145,2.275645,65504,18,45,544,3,234
717,4146,2.213356,65504,18,45,543,3,234
718,4147,2.209203,65504,18,45,530,3,234
719,4148,2.238272,65504,18,45,528,3,234
720,4150,2.213356,65504,18,45,531,3,234
721,4151,2.271493,65504,18,45,543,3,234
722,4152,2.229966,65502,18,45,530,3,234
723,4153,2.225814,65503,18,44,533,3,234
724,4154,2.225814,65503,18,44,529,3,234
725,4155,2.275645,65505,18,44,538,3,234
726,4157,2.263187,65503,18,44,536,3,234
727,4158,2.213356,65502,18,45,529,3,234
728,4159,2.242424,65504,18,45,543,3,234
729,4160,2.213356,65502,18,45,532,3,234
730,4161,2.263187,65504,18,45,541,3,234
731,4162,2.267340,65504,18,45,530,3,234
732,4163,2.254882,65502,18,45,543,3,234
733,4164,2.225814,65503,18,45,540,3,234
734,4166,2.263187,65503,18,45,535,3,234
735,4167,2.275645,65502,18,45,539,3,234
736,4168,2.271493,65503,18,45,539,3,234
737,4169,2.221661,65504,18,44,544,3,234
738,4170,2.271493,65503,18,44,543,3,234
739,4171,2.271493,65502,18,44,538,3,234
740,4172,2.242424,65502,18,44,531,3,234
741,4173,2.271493,65502,18,44,536,3,234
742,4175,2.250730,65503,18,44,541,3,234
743,4176,2.209203,65502,18,44,529,3,234
744,4177,2.242424,65502,18,44,534,3,234
745,4178,2.213356,65503,18,44,538,3,234
746,4179,2.209203,65502,18,44,530,3,234
747,4180,2.267340,65501,18,44,540,3,234
748,4182,2.267340,65502,18,44,543,3,234
749,4183,2.271493,65503,18,44,542,3,234
750,4184,2.267340,65504,18,44,544,3,234
751,4185,2.263187,65503,18,44,542,3,234
752,4186,2.209203,65503,18,44,530,3,234
753,4187,2.259035,65503,18,44,529,3,234
754,4188,2.209203,65502,18,44,531,3,234
755,4189,2.205051,65503,18,44,541,3,234
756,4191,2.213356,65502,18,44,531,3,234
757,4192,2.225814,65502,18,44,539,3,234
758,4193,2.229966,65503,18,44,537,3,234
759,4194,2.209203,65502,18,44,542,3,234
760,4195,2.267340,65503,18,44,543,3,234
761,4196,2.250730,65504,18,44,528,3,234
762,4197,2.213356,65503,18,44,528,3,234
763,4198,2.209203,65504,18,44,527,3,234
764,4200,2.209203,65504,18,44,530,3,234
765,4201,2.217508,65504,18,44,542,3,234
766,4202,2.205051,65504,18,44,528,3,234
767,4203,2.246577,65502,18,44,528,3,234
768,4204,2.263187,65504,18,44,542,3,234
769,4205,2.263187,65503,18,44,529,3,234
770,4207,2.205051,65504,18,44,529,3,234
771,4208,2.263187,65503,18,44,535,3,234
772,4209,2.209203,65503,18,44,535,3,234
773,4210,2.263187,65504,18,44,529,3,234
774,4211,2.242424,65504,18,44,543,3,234
775,4212,2.267340,65504,18,44,536,3,234
776,4213,2.205051,65504,18,44,529,3,234
777,4214,2.238272,65503,18,44,542,3,234
778,4216,2.259035,65504,18,44,542,3,234
779,4217,2.238272,65504,18,44,541,3,234
780,4218,2.238272,65504,18,44,544,3,234
781,4219,2.225814,65504,18,44,531,3,234
782,4220,2.205051,65505,18,44,530,3,234
783,4221,2.263187,65504,18,44,528,3,234
784,4222,2.263187,65504,18,44,530,3,234
785,4223,2.254882,65504,18,44,535,3,234
786,4225,2.221661,65504,18,44,528,3,234
787,4226,2.205051,65503,18,44,528,3,234
788,4227,2.225814,65503,18,44,532,3,234
789,4228,2.225814,65503,18,44,535,3,234
790,4229,2.267340,65503,18,44,538,3,234
791,4230,2.246577,65503,18,44,527,3,234
792,4232,2.209203,65503,18,44,530,3,234
793,4233,2.259035,65502,18,44,542,3,234
794,4235,2.234119,65503,18,44,538,3,234
795,4236,2.250730,65503,18,44,528,3,234
796,4237,2.267340,65504,18,44,528,3,234
797,4238,2.234119,65504,18,44,542,3,234
798,4239,2.254882,65503,18,44,535,3,234
799,4241,2.250730,65504,18,44,529,3,234
800,4242,2.229966,65503,18,44,527,3,234
801,4243,2.250730,65504,18,44,529,3,234
802,4244,2.246577,65503,18,44,539,3,234
803,4245,2.254882,65504,18,44,543,3,234
804,4246,2.234119,65504,18,44,527,3,234
805,4247,2.229966,65504,18,44,533,3,234
806,4248,2.254882,65503,18,44,527,3,234
807,4250,2.234119,65503,18,44,529,3,234
808,4251,2.263187,65504,18,44,527,3,234
809,4252,2.225814,65504,18,44,543,3,234
810,4253,2.200898,65504,18,44,540,3,234
811,4254,2.242424,65503,18,44,529,3,234
812,4255,2.213356,65504,18,44,541,3,234
813,4257,2.263187,65503,18,44,539,3,234
814,4258,2.209203,65503,18,44,540,3,234
815,4259,2.234119,65503,18,44,543,3,234
816,4260,2.259035,65503,18,44,527,3,234
817,4261,2.259035,65503,18,44,527,3,234
818,4266,2.221661,65503,18,44,530,3,234
819,4267,2.234119,65504,18,44,537,3,234
820,4268,2.205051,65504,18,44,542,3,234
821,4269,2.259035,65503,18,44,542,3,234
822,4270,2.259035,65503,18,44,529,3,234
823,4271,2.200898,65503,18,44,534,3,234
824,4273,2.259035,65502,18,44,527,3,234
825,4274,2.213356,65503,18,44,535,3,234
826,4275,2.259035,65502,18,44,541,3,234
827,4276,2.259035,65504,18,44,542,3,234
828,4277,2.234119,65504,18,44,542,3,234
829,4278,2.263187,65504,18,45,532,3,234
830,4279,2.259035,65505,18,45,527,3,234
831,4280,2.242424,65504,18,45,540,3,234
832,4282,2.242424,65503,18,45,527,3,234
833,4283,2.225814,65504,18,45,542,3,234
834,4284,2.217508,65504,18,45,528,3,234
835,4285,2.254882,65503,18,45,540,3,234
836,4286,2.259035,65503,18,45,529,3,234
837,4287,2.221661,65502,18,45,541,3,234
838,4288,2.259035,65503,18,45,531,3,234
839,4289,2.263187,65503,18,45,542,3,234
840,4291,2.263187,65503,18,45,537,3,234
841,4293,2.200898,65503,18,45,541,3,234
842,4294,2.263187,65503,18,45,538,3,234
843,4295,2.242424,65503,18,45,542,3,234
844,4296,2.238272,65503,18,45,529,3,234
845,4298,2.229966,65503,18,45,541,3,234
846,4299,2.221661,65503,18,45,526,3,234
847,4300,2.200898,65503,18,45,540,3,234
848,4301,2.254882,65503,18,45,536,3,234
849,4302,2.238272,65503,18,45,542,3,234
850,4303,2.213356,65503,18,45,539,3,234
851,4304,2.200898,65503,18,45,542,3,234
852,4305,2.213356,65503,18,45,537,3,234
853,4307,2.229966,65504,18,45,530,3,234
854,4308,2.259035,65503,18,45,526,3,234
855,4309,2.259035,65503,18,45,538,3,234
856,4311,2.259035,65503,18,45,527,3,234
857,4312,2.254882,65503,18,45,527,3,234
858,4313,2.209203,65503,18,45,531,3,234
859,4314,2.217508,65502,18,45,526,3,234
860,4316,2.205051,65503,18,45,536,3,234
861,4317,2.250730,65503,18,45,532,3,234
862,4318,2.229966,65502,18,45,536,3,234
863,4319,2.254882,65502,18,45,526,3,234
864,4320,2.229966,65503,18,45,527,3,234
865,4321,2.200898,65503,18,45,538,3,234
866,4323,2.259035,65503,18,45,527,3,234
867,4324,2.250730,65504,18,45,527,3,234
868,4325,2.213356,65503,18,45,540,3,234
869,4326,2.200898,65502,18,45,529,3,234
870,4327,2.259035,65503,18,45,531,3,234
871,4328,2.263187,65503,18,45,536,3,234
872,4333,2.209203,65503,18,46,541,3,234
873,4334,2.242424,65503,18,46,537,3,234
874,4335,2.238272,65504,18,46,527,3,234
875,4336,2.213356,65504,18,46,527,3,234
876,4337,2.217508,65503,18,46,526,3,234
877,4338,2.234119,65503,18,46,531,3,234
878,4341,2.200898,65503,18,46,527,3,234
879,4344,2.205051,65504,18,46,541,3,234
880,4345,2.196745,65504,18,46,537,3,234
881,4348,2.213356,65502,18,46,541,3,234
882,4349,2.259035,65503,18,46,525,3,234
883,4350,2.234119,65503,18,46,539,3,234
884,4351,2.229966,65503,18,46,526,3,234
885,4352,2.200898,65502,18,46,540,3,234
886,4355,2.250730,65503,18,46,540,3,234
887,4357,2.200898,65503,18,46,541,3,234
888,4358,2.254882,65503,18,46,540,3,234
889,4359,2.213356,65502,18,46,538,3,234
890,4360,2.217508,65503,18,46,525,3,234
891,4361,2.254882,65503,18,46,526,3,234
892,4362,2.234119,65503,18,46,532,3,234
893,4363,2.200898,65502,18,46,542,3,234
894,4364,2.200898,65502,18,46,528,3,234
895,4366,2.254882,65502,18,46,526,3,234
896,4367,2.192593,65501,18,46,525,3,234
897,4374,2.259035,65501,18,46,541,3,234
898,4375,2.234119,65501,18,46,541,3,234
899,4376,2.250730,65501,18,46,525,3,234
900,4378,2.254882,65503,18,46,533,3,234
901,4380,2.209203,65502,18,46,538,3,234
902,4387,2.200898,65503,18,46,525,3,234
903,4394,2.205051,65502,18,45,537,3,234
904,4395,2.229966,65503,18,45,536,3,234
905,4400,2.229966,65503,18,45,527,3,234
906,4401,2.196745,65502,18,45,538,3,234
907,4410,2.259035,65502,18,45,533,3,234
908,4415,2.205051,65503,18,45,532,3,234
909,4417,2.217508,65503,18,45,530,3,234
910,4424,2.254882,65503,18,45,538,3,234
911,4425,2.213356,65502,18,45,531,3,234
912,4427,2.250730,65502,18,46,539,3,234
913,4428,2.192593,65501,18,46,527,3,234
914,4429,2.209203,65503,18,46,535,3,234
915,4430,2.200898,65502,18,45,529,3,234
916,4434,2.246577,65502,18,46,528,3,234
917,4435,2.209203,65502,18,46,532,3,234
918,4436,2.238272,65502,18,46,539,3,234
919,4437,2.234119,65502,18,46,537,3,234
920,4439,2.192593,65502,18,46,535,3,234
921,4440,2.192593,65501,18,46,531,3,234
922,4441,2.250730,65502,18,46,536,3,234
923,4442,2.246577,65504,18,45,524,3,234
924,4443,2.250730,65503,18,45,525,3,234
925,4444,2.246577,65502,18,45,537,3,234
926,4445,2.234119,65503,18,45,540,3,234
927,4446,2.250730,65503,18,45,537,3,234
928,4448,2.200898,65503,18,45,524,3,234
929,4449,2.192593,65502,18,45,538,3,234
930,4450,2.254882,65501,18,45,527,3,234
931,4451,2.221661,65503,18,45,537,3,234
932,4452,2.200898,65502,18,45,525,3,234
933,4453,2.192593,65502,18,45,538,3,234
934,4454,2.225814,65503,18,45,524,3,234
935,4455,2.242424,65503,18,45,539,3,234
936,4457,2.250730,65502,18,45,534,3,234
937,4458,2.221661,65503,18,45,535,3,234
938,4459,2.196745,65502,18,45,525,3,234
939,4460,2.192593,65502,18,45,532,3,234
940,4461,2.238272,65502,18,45,539,3,234
941,4462,2.246577,65502,18,45,532,3,234
942,4464,2.238272,65502,18,45,537,3,234
943,4465,2.250730,65502,18,45,526,3,234
944,4466,2.200898,65503,18,45,527,3,234
945,4467,2.254882,65502,18,45,523,3,234
946,4469,2.246577,65502,18,45,538,3,234
947,4470,2.196745,65501,18,45,524,3,234
948,4471,2.188440,65502,18,45,535,3,234
949,4473,2.205051,65503,18,45,526,3,234
950,4474,2.246577,65502,18,45,534,3,234
951,4475,2.254882,65502,18,45,536,3,234
952,4476,2.196745,65502,18,45,536,3,234
953,4477,2.217508,65501,18,45,528,3,234
954,4478,2.238272,65502,18,45,527,3,234
955,4479,2.188440,65502,18,45,525,3,234
956,4480,2.250730,65502,18,45,532,3,234
957,4482,2.221661,65501,18,45,534,3,234
958,4483,2.188440,65502,18,45,538,3,234
959,4484,2.188440,65502,18,45,523,3,234
960,4485,2.225814,65502,18,45,524,3,234
961,4486,2.221661,65501,18,45,539,3,234
962,4487,2.242424,65502,18,45,534,3,234
963,4489,2.229966,65502,18,45,529,3,234
964,4490,2.196745,65502,18,45,529,3,234
965,4491,2.246577,65502,18,45,535,3,234
966,4492,2.184287,65503,18,45,530,3,234
967,4493,2.192593,65502,18,45,530,3,234
968,4494,2.242424,65503,18,45,531,3,234
969,4495,2.242424,65503,18,45,532,3,234
970,4496,2.188440,65503,18,45,525,3,234
971,4498,2.192593,65502,18,45,530,3,234
972,4499,2.213356,65502,18,46,526,3,234
973,4500,2.196745,65503,18,46,524,3,234
974,4501,2.246577,65503,18,46,524,3,234
975,4502,2.246577,65503,18,46,537,3,234
976,4503,2.200898,65503,18,46,537,3,234
977,4504,2.221661,65503,18,46,534,3,234
978,4505,2.192593,65502,18,46,529,3,234
979,4507,2.221661,65503,18,46,525,3,234
980,4508,2.213356,65503,18,46,523,3,234
981,4509,2.234119,65503,18,46,539,3,234
982,4510,2.213356,65502,18,46,528,3,234
983,4511,2.225814,65502,18,46,524,3,234
984,4512,2.229966,65502,18,46,535,3,234
985,4514,2.246577,65501,18,46,526,3,234
986,4515,2.188440,65502,18,46,537,3,234
987,4516,2.196745,65502,18,46,532,3,234
988,4517,2.229966,65501,18,46,536,3,234
989,4518,2.196745,65501,18,46,532,3,234
990,4519,2.221661,65501,18,46,523,3,234
991,4520,2.184287,65502,18,46,531,3,234
992,4521,2.242424,65502,18,46,525,3,234
993,4523,2.250730,65502,18,46,537,3,234
994,4524,2.213356,65502,18,46,524,3,234
995,4525,2.209203,65502,18,46,523,3,234
996,4526,2.225814,65502,18,46,536,3,234
997,4527,2.242424,65501,18,46,533,3,234
998,4528,2.209203,65502,18,46,530,3,234
999,4530,2.213356,65502,18,46,526,3,234
1000,4531,2.192593,65503,18,46,535,3,234
1001,4532,2.192593,65502,18,46,525,3,234
1002,4533,2.221661,65502,18,46,524,3,234
1003,4534,2.200898,65502,18,46,534,3,234
1004,4535,2.229966,65502,18,46,527,3,234
1005,4536,2.221661,65502,18,46,528,3,234
1006,4537,2.238272,65503,18,46,533,3,234
1007,4539,2.188440,65503,18,46,531,3,234
1008,4540,2.213356,65501,18,46,526,3,234
1009,4541,2.192593,65501,18,46,523,3,234
1010,4542,2.188440,65501,18,46,523,3,234
1011,4544,2.196745,65501,18,46,526,3,234
1012,4545,2.221661,65502,18,46,523,3,234
1013,4546,2.200898,65502,18,46,522,3,234
1014,4548,2.238272,65501,18,46,535,3,234
1015,4549,2.221661,65501,18,46,522,3,234
1016,4550,2.184287,65501,18,46,537,3,234
1017,4551,2.188440,65501,18,46,529,3,234
1018,4552,2.205051,65501,18,46,536,3,234
1019,4553,2.184287,65501,18,46,537,3,234
1020,4555,2.188440,65500,18,46,523,3,234
1021,4556,2.234119,65501,18,46,536,3,234
1022,4557,2.188440,65501,18,46,531,3,234
1023,4558,2.221661,65501,18,46,527,3,234
1024,4559,2.242424,65501,18,46,531,3,234
1025,4560,2.200898,65501,18,46,524,3,234
1026,4561,2.209203,65501,18,46,536,3,234
1027,4562,2.246577,65502,18,45,526,3,234
1028,4564,2.205051,65501,18,45,522,3,234
1029,4565,2.242424,65502,18,45,534,3,234
1030,4566,2.209203,65501,18,45,538,3,234
1031,4567,2.192593,65502,18,45,526,3,234
1032,4568,2.242424,65501,18,45,529,3,234
1033,4569,2.246577,65502,18,45,522,3,234
1034,4570,2.246577,65502,18,45,523,3,234
1035,4571,2.213356,65501,18,45,522,3,234
1036,4573,2.225814,65502,18,45,534,3,234
1037,4574,2.192593,65502,18,45,526,3,234
1038,4575,2.188440,65502,18,45,536,3,234
1039,4576,2.242424,65501,18,45,522,3,234
1040,4577,2.196745,65501,18,45,536,3,234
1041,4578,2.184287,65501,18,45,531,3,234
1042,4580,2.221661,65501,18,45,523,3,234
1043,4581,2.229966,65501,18,45,534,3,234
1044,4582,2.184287,65501,18,45,535,3,234
1045,4583,2.209203,65501,18,45,536,3,234
1046,4584,2.242424,65500,18,45,526,3,234
1047,4586,2.242424,65501,18,45,529,3,234
1048,4587,2.184287,65501,18,45,530,3,234
1049,4589,2.225814,65500,18,45,525,3,234
1050,4590,2.225814,65501,18,45,522,3,234
1051,4591,2.246577,65502,18,45,535,3,234
1052,4592,2.242424,65500,18,45,537,3,234
1053,4593,2.234119,65500,18,45,523,3,234
1054,4596,2.242424,65501,18,46,522,3,234
1055,4598,2.188440,65501,18,46,524,3,234
1056,4599,2.229966,65501,18,46,536,3,234
1057,4600,2.225814,65501,18,46,533,3,234
1058,4601,2.184287,65501,18,46,531,3,234
1059,4602,2.234119,65501,18,46,538,3,234
1060,4603,2.246577,65501,18,46,530,3,234
1061,4605,2.221661,65501,18,46,523,3,234
1062,4606,2.217508,65501,18,46,522,3,234
1063,4607,2.238272,65501,18,46,527,3,234
1064,4608,2.242424,65501,18,46,529,3,234
1065,4609,2.192593,65501,18,46,525,3,234
1066,4611,2.242424,65501,18,46,522,3,234
1067,4612,2.238272,65501,18,46,522,3,234
1068,4614,2.238272,65500,18,46,535,3,234
1069,4615,2.242424,65501,18,46,532,3,234
1070,4616,2.188440,65501,18,46,526,3,234
1071,4618,2.242424,65501,18,46,522,3,234
1072,4620,2.188440,65502,18,46,536,3,234
1073,4621,2.188440,65501,18,46,523,3,234
1074,4623,2.238272,65501,18,46,532,3,234
1075,4624,2.242424,65501,18,46,537,3,234
1076,4625,2.196745,65501,18,46,529,3,234
1077,4626,2.221661,65501,18,46,522,3,234
1078,4627,2.242424,65501,18,46,528,3,234
1079,4628,2.209203,65501,18,46,536,3,234
1080,4630,2.242424,65500,18,46,528,3,234
1081,4631,2.180135,65501,18,46,531,3,234
1082,4632,2.200898,65500,18,46,536,3,234
1083,4633,2.180135,65501,18,46,527,3,234
1084,4634,2.184287,65501,18,46,530,3,234
1085,4636,2.225814,65501,18,46,527,3,234
1086,4639,2.205051,65500,18,47,523,3,234
1087,4640,2.238272,65500,18,47,537,3,234
1088,4641,2.175982,65500,18,47,534,3,234
1089,4642,2.229966,65500,18,47,537,3,234
1090,4643,2.184287,65500,18,47,536,3,234
1091,4646,2.246577,65500,18,47,535,3,234
1092,4650,2.221661,65501,18,47,535,3,234
1093,4657,2.188440,65501,18,46,526,3,234
1094,4660,2.221661,65499,18,46,537,3,234
1095,4667,2.180135,65499,18,46,526,3,234
1096,4672,2.242424,65501,18,46,522,3,234
1097,4676,2.217508,65500,18,46,528,3,234
1098,4681,2.242424,65501,18,46,531,3,234
1099,4685,2.225814,65500,18,46,522,3,234
1100,4691,2.229966,65501,18,46,525,3,234
1101,4692,2.217508,65500,18,46,522,3,234
1102,4700,2.238272,65500,18,46,534,3,234
1103,4701,2.225814,65501,18,46,535,3,234
1104,4703,2.229966,65501,18,46,529,3,234
1105,4705,2.175982,65501,18,46,535,3,234
1106,4708,2.184287,65501,18,46,530,3,234
1107,4709,2.242424,65500,18,46,526,3,234
1108,4712,2.225814,65501,18,46,536,3,234
1109,4715,2.180135,65501,18,46,523,3,234
1110,4719,2.180135,65502,18,46,524,3,234
1111,4722,2.225814,65501,18,46,524,3,234
1112,4724,2.234119,65501,18,47,534,3,234
1113,4725,2.180135,65500,18,47,536,3,234
1114,4727,2.229966,65501,18,47,524,3,234
1115,4730,2.234119,65501,18,47,530,3,234
1116,4731,2.229966,65501,18,47,532,3,234
1117,4732,2.238272,65501,18,47,522,3,234
1118,4733,2.200898,65501,18,47,532,3,234
1119,4734,2.196745,65500,18,47,521,3,234
1120,4735,2.175982,65500,18,47,522,3,234
1121,4736,2.184287,65500,18,47,536,3,234
1122,4737,2.200898,65501,18,47,522,3,234
1123,4739,2.242424,65500,18,47,521,3,234
1124,4740,2.234119,65501,18,47,529,3,234
1125,4741,2.234119,65500,18,47,522,3,234
1126,4742,2.180135,65500,18,47,534,3,234
1127,4743,2.234119,65500,18,47,522,3,234
1128,4744,2.175982,65500,18,47,526,3,234
1129,4746,2.238272,65500,18,47,529,3,234
1130,4747,2.180135,65501,18,47,525,3,234
1131,4748,2.184287,65500,18,47,526,3,234
1132,4749,2.229966,65500,18,47,529,3,234
1133,4751,2.180135,65500,18,47,520,3,234
1134,4752,2.234119,65500,18,47,528,3,234
1135,4753,2.217508,65501,18,47,532,3,234
1136,4755,2.175982,65500,18,47,531,3,234
1137,4756,2.225814,65499,18,47,530,3,234
